,dimensions, bond type, name, void fraction [widom], supercell volume [A^3], density [kg/m^3], heat desorption high P [kJ/mol], heat desorption error high P [kJ/mol], absolute methane uptake high P [molec/unit cell], absolute methane uptake error high P [molec/unit cell], absolute methane uptake high P [mol/kg], absolute methane uptake error high P [mol/kg], excess methane uptake high P [molec/unit cell], excess methane uptake error high P [molec/unit cell], excess methane uptake high P [mol/kg], excess methane uptake error high P [mol/kg], heat desorption low P [kJ/mol], heat desorption error low P [kJ/mol], absolute methane uptake low P [molec/unit cell], absolute methane uptake error low P [molec/unit cell], absolute methane uptake low P [mol/kg], absolute methane uptake error low P [mol/kg], excess methane uptake low P [molec/unit cell], excess methane uptake error low P [molec/unit cell], excess methane uptake low P [mol/kg], excess methane uptake error low P [mol/kg], surface area [m^2/g], deliverable capacity [v STP/v], linkerA, linkerB, net, cell_a [A], cell_b [A], cell_c [A], alpha [deg], beta [deg], gamma [deg], chemical formula, num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A], absolute methane uptake high P [v STP/v], absolute methane uptake low P [v STP/v]
2854,3, amide, linker110_CO_linker5_NH_qtz_relaxed,0.8296,71267.44972095243,286.646863161969,11.36947,0.202424,336.616,1.010164343,27.3618433375,0.082111244,229.8977124598,1.010164343,18.687243601,0.082111244,9.17775,0.177616,35.334,0.5467679581,2.8721254263,0.0444440526,26.8958395262,0.5467679581,2.1862292569,0.0444440526,6373.13,157.071504656, linker110_CO, linker5_NH, qtz,41.53,41.53,47.713,90.0,90.0,120.0, C720H768N96O96,720,0,768,96,96,0,0,1,1,4,12.98458,11.07355,12.98455,175.49266670932712,18.42116205285981
4185,3, amide, linker110_CO_linker5_NH_uoo_relaxed,0.795727,60491.13892422758,337.712122326769,12.45572,0.151832,296.3958,2.1806312481,24.0925429733,0.1772526873,209.5128132259,2.1806312481,17.0302563535,0.1772526873,10.10311,0.473776,37.1532,1.3228964585,3.0199991619,0.1075316849,30.283406624,1.3228964585,2.461587767,0.1075316849,6011.46,159.231887579, linker110_CO, linker5_NH, uoo,46.5907,46.5907,32.1783,90.0,90.0,120.0, C720H768N96O96,720,0,768,96,96,0,0,1,2,7,13.61116,9.17553,13.60178,182.05211143715792,22.820223858130802
723,3, amide, linker110_CO_linker60_NH_ana_relaxed,0.866104,182522.5901403782,225.573165864962,9.45388,0.381422,671.497,6.3392391972,27.082517184,0.2556713649,386.1550966887,6.3392391973,15.5742349434,0.2556713649,8.18684,0.362782,67.4554,2.4909900361,2.7205810743,0.1004654979,44.8935614853,2.4909900361,1.8106270771,0.1004654979,6390.93,122.960511907, linker110_CO, linker60_NH, ana,56.7247,56.7247,56.7247,90.0,90.0,90.0, C1248H1344N384O192,1248,0,1344,384,192,0,0,1,1,25,24.01772,18.33827,24.01627,136.6919345685463,13.731422661714168
1100,3, amide, linker110_CO_linker60_NH_dia_relaxed,0.848778,26133.14914942202,262.57964717804,10.27028,0.249077,108.2878,2.1868455455,26.2044911979,0.5291932688,68.2505031817,2.1868455455,16.5158929249,0.5291932688,8.61267,0.348477,11.3746,0.4715346859,2.752531731,0.1141063585,8.2088713955,0.4715346859,1.9864592154,0.1141063585,6029.78,137.786485622, linker110_CO, linker60_NH, dia,31.5331,31.5331,26.282,90.0,90.0,90.0, C208H224N64O32,208,0,224,64,32,0,0,1,1,3,16.29543,12.63168,16.01491,153.958340016573,16.171854395007873
1340,3, amide, linker110_CO_linker60_NH_dia_relaxed_interp_2,0.679948,26133.14914942202,525.159294356083,16.61709,0.860502,139.6454,1.727044458,16.8963477655,0.2089631579,107.5719015151,1.727044458,13.0156257048,0.2089631579,14.53467,0.169258,37.724,1.9916208475,4.5644025733,0.2409754883,35.187964861,1.9916208475,4.2575558626,0.2409754883,4421.71,144.906901388, linker110_CO, linker60_NH, dia,31.5331,31.5331,26.282,90.0,90.0,90.0, C416H448N128O64,416,0,448,128,64,0,0,1,1,3,10.20582,6.94968,9.37944,198.5410542546688,53.6341528668156
2846,3, amide, linker110_CO_linker60_NH_qtz_relaxed,0.834173,70960.13335821059,290.107956054697,11.09794,0.383059,322.0944,2.5161785628,25.9811350546,0.2029627807,215.2505723554,2.5161785628,17.3627799519,0.2029627807,9.10095,0.221935,33.6614,0.9682326993,2.7152331103,0.0781006578,25.2133131342,0.9682326993,2.0337841754,0.0781006578,6366.27,151.023997129, linker110_CO, linker60_NH, qtz,41.4607,41.4607,47.6662,90.0,90.0,120.0, C624H672N192O96,624,0,672,192,96,0,0,1,1,4,13.39001,12.05823,13.39001,168.64916199185993,17.62516486297894
1101,3, amide, linker110_CO_linker61_NH_dia_relaxed,0.877701,26135.138194310184,249.304884346823,10.085,0.340112,109.6438,1.4841489952,27.9432875108,0.3782430204,68.2390391702,1.4841489952,17.391070822,0.3782430204,8.28701,0.260526,11.0316,0.2905377084,2.8114601145,0.0740450324,7.7577467147,0.2905377084,1.977101732,0.0740450324,6045.6,140.19137115, linker110_CO, linker61_NH, dia,31.5343,31.5343,26.282,90.0,90.0,90.0, C176H176N80O32,176,0,176,80,32,0,0,1,1,3,16.40154,13.29943,16.21546,155.87437112277507,15.68299997325212
1341,3, amide, linker110_CO_linker61_NH_dia_relaxed_interp_2,0.728903,26135.138194310184,498.609768693648,15.70344,0.65432,144.8926,1.7564617161,18.4633129278,0.2238216604,110.5072519337,1.7564617161,14.0816713431,0.2238216604,12.81416,0.361926,27.9842,0.5354704847,3.5659587973,0.0682337064,25.2653680957,0.5354704847,3.2195046358,0.0682337064,4440.25,166.202040872, linker110_CO, linker61_NH, dia,31.5343,31.5343,26.282,90.0,90.0,90.0, C352H352N160O64,352,0,352,160,64,0,0,1,1,3,9.78061,7.89345,9.76726,205.98559066119316,39.78354978912456
2847,3, amide, linker110_CO_linker61_NH_qtz_relaxed,0.863023,70433.16368408213,277.523424937108,10.86692,0.12996,318.4236,1.2467741416,27.0506318491,0.1059156052,208.7054559547,1.2467741415,17.7298870245,0.1059156052,8.7897,0.243144,30.8152,0.9336692348,2.6178041783,0.0793168055,22.1398424049,0.9336692348,1.880817647,0.0793168055,6041.87,151.718942237, linker110_CO, linker61_NH, qtz,41.3576,41.3576,47.5484,90.0,90.0,120.0, C528H528N240O96,528,0,528,240,96,0,0,1,1,4,13.3547,12.3694,13.26781,167.9745507273252,16.255608489850754
3374,3, amide, linker110_CO_linker61_NH_qtz_relaxed_interp_2,0.662256,70433.16368408213,555.046849874211,15.73354,0.933356,355.2592,2.9023751377,15.089939675,0.123280877,271.065036921,2.9023751377,11.5137202785,0.123280877,13.41541,0.834908,75.4172,0.5154421791,3.2034103507,0.0218938493,68.7600105398,0.5154421791,2.9206405101,0.0218938493,3445.51,147.622017415, linker110_CO, linker61_NH, qtz,41.3576,41.3576,47.5484,90.0,90.0,120.0, C1056H1056N480O192,1056,0,1056,480,192,0,0,1,1,4,11.639,8.74816,11.15916,187.40603558174368,39.78401816680624
724,3, amide, linker110_CO_linker62_NH_ana_relaxed,0.891578,182996.96648739127,222.337002822834,9.47085,0.313958,704.802,2.6248193842,28.7647430481,0.1071254837,410.3041554924,2.6248193842,16.745544996,0.1071254837,8.30794,0.361344,70.2362,0.577810211,2.8665160509,0.0235818886,46.9504058926,0.5778102111,1.9161642014,0.0235818886,6435.0,128.83925589, linker110_CO, linker62_NH, ana,56.7738,56.7738,56.7738,90.0,90.0,90.0, C1152H864N480O192,1152,0,864,480,192,0,0,1,1,25,23.47303,18.24556,23.27382,143.09968364164052,14.260427751833143
1404,3, amide, linker110_CO_linker62_NH_lcv_relaxed,0.928507,69308.38233117058,146.760736890616,7.73645,0.31242,200.262,1.969806488,32.692784483,0.3215710369,84.1038113758,1.969806488,13.7299526595,0.3215710369,8.04343,0.485861,21.244,0.8291518558,3.4680843772,0.1353590942,12.0594313703,0.8291518558,1.968702953,0.1353590942,5372.87,95.967984691, linker110_CO, linker62_NH, lcv,41.0517,41.1267,41.0518,89.8951,90.0,90.1046, C288H216N120O48,288,0,216,120,48,0,0,1,1,7,31.03079,27.03485,30.96888,107.35647002063216,11.388485329645103
725,3, amide, linker110_CO_linker63_NH_ana_relaxed,0.881052,181795.71534102512,228.204988478721,9.56236,0.203352,704.7708,1.5902177962,28.2090287643,0.0636497703,415.6601627164,1.5902177964,16.6371386077,0.0636497703,8.41823,0.340053,70.6974,2.4263607646,2.829721365,0.0971170778,47.8375696155,2.4263607646,1.9147379223,0.0971170778,6141.7,129.589951574, linker110_CO, linker63_NH, ana,56.6493,56.6493,56.6493,90.0,90.0,90.0, C1152H1152N384O288,1152,0,1152,384,288,0,0,1,1,25,22.83864,16.36311,22.82593,144.0388665454204,14.448914971854192
1102,3, amide, linker110_CO_linker63_NH_dia_relaxed,0.862671,26133.8123514852,264.578626894706,10.29679,0.203871,109.8596,1.1650047897,26.3833230585,0.2797816279,69.1659305033,1.1650047897,16.6105382608,0.2797816279,8.42946,0.228216,11.4298,0.3396548837,2.744922664,0.0815697902,8.2121723431,0.3396548837,1.9721935629,0.0815697902,6032.37,139.939162568, linker110_CO, linker63_NH, dia,31.5347,31.5347,26.28,90.0,90.0,90.0, C192H192N64O48,192,0,192,64,48,0,0,1,1,3,15.87713,13.00332,15.56842,156.18908525728108,16.249922689477692
1342,3, amide, linker110_CO_linker63_NH_dia_relaxed_interp_2,0.706446,26133.8123514852,529.157253789415,16.70334,0.333738,146.076,1.3919356307,17.5404347872,0.1671400925,112.7517314883,1.3919356307,13.5389413272,0.1671400925,13.5613,0.276446,34.8398,1.020256752,4.183474629,0.1225098375,32.204867114,1.020256752,3.8670785854,0.1225098375,4835.37,158.146218678, linker110_CO, linker63_NH, dia,31.5347,31.5347,26.28,90.0,90.0,90.0, C384H384N128O96,384,0,384,128,96,0,0,1,1,3,8.97705,6.31988,8.69552,207.6784989027485,49.53228022502987
1405,3, amide, linker110_CO_linker63_NH_lcv_relaxed,0.921369,69194.88971806553,149.890726374147,7.97567,0.659462,204.2784,2.1653687353,32.7056413888,0.3466826318,89.2019372749,2.1653687353,14.2815225286,0.3466826318,7.73105,0.864571,21.9118,0.7521727461,3.5081509988,0.120425322,12.8127628845,0.7521727461,2.0513653333,0.120425322,5901.37,97.9234523104, linker110_CO, linker63_NH, lcv,41.0292,41.1043,41.0294,89.8951,90.0,90.1045, C288H288N96O72,288,0,288,96,72,0,0,1,1,7,29.98748,26.04559,29.77496,109.6891983536938,11.765746043245572
1103,3, amide, linker110_CO_linker64_NH_dia_relaxed,0.875173,26085.742798829328,263.012983431435,10.18099,0.284741,110.882,0.6871844003,26.8367341407,0.1663190153,69.6745248916,0.6871844003,16.8633024377,0.1663190153,8.38662,0.109274,11.282,0.2044270041,2.7305787646,0.0494774008,8.0237459959,0.2044270041,1.9419846152,0.0494774008,5893.29,141.863792862, linker110_CO, linker64_NH, dia,31.5145,31.5145,26.2653,90.0,90.0,90.0, C192H160N64O48,192,0,160,64,48,0,0,1,1,3,16.72623,13.42555,16.72623,157.9331433743931,16.069350512759392
1343,3, amide, linker110_CO_linker64_NH_dia_relaxed_interp_2,0.69321,26085.742798829328,526.025966862872,15.12583,0.444119,133.1166,1.3326884707,16.1090835479,0.161275077,100.4768432663,1.3326884707,12.1591887323,0.161275077,13.05019,0.425341,25.0826,0.8669409207,3.0353667311,0.1049127135,22.5017911106,0.8669409207,2.723050566,0.1049127135,3488.29,153.876636527, linker110_CO, linker64_NH, dia,31.5145,31.5145,26.2653,90.0,90.0,90.0, C384H320N128O96,384,0,320,128,96,0,0,1,1,3,12.08047,8.64041,11.94627,189.60266836210616,35.726031835569465
1344,3, amide, linker110_CO_linker64_NH_dia_relaxed_interp_3,0.48155,26085.742798829328,789.038950294314,19.33458,1.554836,106.8468,2.077448589,8.6200320021,0.1676014005,84.1730433388,2.077448589,6.7907913695,0.1676014005,19.44808,0.654938,48.917,1.3926636349,3.9464551624,0.1123553078,47.1241976447,1.3926636349,3.8018180402,0.1123553078,1488.83,82.5114573061, linker110_CO, linker64_NH, dia,31.5145,31.5145,26.2653,90.0,90.0,90.0, C576H480N192O144,576,0,480,192,144,0,0,1,1,3,6.05797,4.11709,6.05257,152.18566569337654,69.67420838722995
2848,3, amide, linker110_CO_linker64_NH_qtz_relaxed,0.860508,70526.98392831867,291.841022672333,11.01559,0.339042,327.2856,3.4451613838,26.4042755219,0.2779437604,217.7414700642,3.4451613837,17.5666322262,0.2779437604,8.73934,0.314134,32.9244,1.0601227099,2.6562272492,0.0855270507,24.2628016117,1.0601227099,1.9574393089,0.0855270507,5933.45,155.07460706, linker110_CO, linker64_NH, qtz,41.376,41.376,47.5694,90.0,90.0,120.0, C576H480N192O144,576,0,480,192,144,0,0,1,1,4,13.3524,12.40693,13.3207,172.41975442523926,17.345147365427017
3375,3, amide, linker110_CO_linker64_NH_qtz_relaxed_interp_2,0.656276,70526.98392831867,583.682045344661,16.05337,0.973084,357.941,4.0517332587,14.4387238311,0.1634399456,274.3959505435,4.0517332587,11.0686603386,0.1634399456,13.79461,0.444945,79.218,1.21010545,3.1955177654,0.0488135709,72.6121356223,1.2101054499,2.9290485668,0.0488135709,3200.8,146.836130928, linker110_CO, linker64_NH, qtz,41.376,41.376,47.5694,90.0,90.0,120.0, C1152H960N384O288,1152,0,960,384,288,0,0,1,1,4,11.32562,8.62552,10.95788,188.56955307160416,41.73342214330188
1406,3, amide, linker110_CO_linker66_NH_lcv_relaxed,0.921451,68883.8858007685,150.567468148031,7.71968,0.505998,204.7218,3.0829973467,32.7766311821,0.4935979801,90.1523653421,3.0829973467,14.4336891773,0.4935979801,7.90593,0.554907,21.6578,0.5619856226,3.4674847662,0.0899757402,12.5988533347,0.5619856226,2.0171177133,0.0899757402,6158.97,98.741733168, linker110_CO, linker66_NH, lcv,40.9675,41.0427,40.9679,89.8951,90.0,90.1045, C288H288N96O72,288,0,288,96,72,0,0,1,1,7,30.49817,25.0758,29.79126,110.42359693465072,11.681863766677028
2849,3, amide, linker110_CO_linker66_NH_qtz_relaxed,0.843917,70401.1195610194,294.645095018138,11.0199,0.469,322.3698,2.1081341134,25.8062307943,0.1687595906,215.1294587231,2.1081341134,17.2214657281,0.1687595906,9.05566,0.150199,33.217,0.9306634193,2.6590752865,0.0745011319,24.7375610039,0.9306634193,1.9802822986,0.0745011319,5765.84,152.603070802, linker110_CO, linker66_NH, qtz,41.3508,41.3508,47.5424,90.0,90.0,120.0, C576H576N192O144,576,0,576,192,144,0,0,1,1,4,13.37793,12.39467,13.31625,170.13365049106773,17.530579689411717
3376,3, amide, linker110_CO_linker66_NH_qtz_relaxed_interp_2,0.588083,70401.1195610194,589.290190036268,15.72954,0.309661,303.481,2.7823374346,12.1470756995,0.1113653357,228.7506395272,2.7823374346,9.155931787,0.1113653357,12.65649,0.144744,58.5356,1.2014734953,2.3429353545,0.0480899611,52.6267085769,1.2014734953,2.1064271335,0.0480899611,2660.72,129.272205625, linker110_CO, linker66_NH, qtz,41.3508,41.3508,47.5424,90.0,90.0,120.0, C1152H1152N384O288,1152,0,1152,384,288,0,0,1,1,4,10.90014,8.4277,10.86404,160.1649111813506,30.89270555649744
1104,3, amide, linker110_CO_linker67_NH_dia_relaxed,0.867636,26020.47492214841,280.009147919576,10.4173,0.309936,113.1922,1.1832114942,25.7975266945,0.2696646068,72.4418194502,1.1832114942,16.5101462032,0.2696646068,8.63881,0.310561,11.7328,0.3612055371,2.6740112941,0.0823220106,8.5106882291,0.3612055371,1.9396628635,0.0823220106,5636.95,144.874685813, linker110_CO, linker67_NH, dia,31.4907,31.4907,26.2392,90.0,90.0,90.0, C192H160N64O64,192,0,160,64,64,0,0,1,1,3,16.66053,12.70346,16.42694,161.62804443470324,16.753358621539352
1345,3, amide, linker110_CO_linker67_NH_dia_relaxed_interp_2,0.710316,26020.47492214841,560.018295839153,16.60503,0.581683,147.6964,1.2407833655,16.8306730574,0.1413928786,114.3348897461,1.2407833655,13.0289780141,0.1413928786,13.97565,0.29541,35.8278,2.4843965545,4.0827399189,0.2831082285,33.1899224285,2.4843965545,3.7821418341,0.2831082285,4148.4,159.738065448, linker110_CO, linker67_NH, dia,31.4907,31.4907,26.2392,90.0,90.0,90.0, C384H320N128O128,384,0,320,128,128,0,0,1,1,3,9.53992,7.20607,9.15733,210.89686658739896,51.15880113949016
1105,3, amide, linker110_CO_linker68_NH_dia_relaxed,0.871369,26059.0998645,280.601495820812,10.23381,0.197002,111.241,1.8501420486,25.261812121,0.4201503117,70.2545407633,1.8501420486,15.9541626685,0.4201503117,8.53989,0.42618,11.5376,0.45023656,2.6200832744,0.1022445986,8.296821608,0.45023656,1.8841321874,0.1022445986,5552.47,142.156261849, linker110_CO, linker68_NH, dia,31.5041,31.5041,26.2558,90.0,90.0,90.0, C176H144N80O64,176,0,144,80,64,0,0,1,1,3,17.18381,12.9255,16.66887,158.60647404503135,16.450212196435817
1346,3, amide, linker110_CO_linker68_NH_dia_relaxed_interp_2,0.722539,26059.0998645,561.202991641625,16.5759,0.576319,148.6862,1.3478803508,16.8826370195,0.1530456405,114.700236223,1.3478803508,13.0236864901,0.1530456405,13.61704,0.269721,34.3886,1.289158237,3.9046680284,0.1463780134,31.7013472075,1.289158237,3.5995427816,0.1463780134,4247.02,162.964548393, linker110_CO, linker68_NH, dia,31.5041,31.5041,26.2558,90.0,90.0,90.0, C352H288N160O128,352,0,288,160,128,0,0,1,1,3,9.06129,6.58446,9.06129,211.99552252382276,49.03097413079596
726,3, amide, linker110_CO_linker69_NH_ana_relaxed,0.873409,182183.0127173674,238.229321142971,9.97987,0.501802,710.8434,5.5494386887,27.196927981,0.2123219887,423.6301781835,5.5494386887,16.2081260748,0.2123219887,8.6311,0.467702,73.6752,1.9114745722,2.8188193185,0.0731331771,50.9653972871,1.9114745722,1.949940366,0.0731331771,6206.34,129.945621186, linker110_CO, linker69_NH, ana,56.6895,56.6895,56.6895,90.0,90.0,90.0, C1248H1152N384O288,1248,0,1152,384,288,0,0,1,1,25,22.086,16.1166,22.086,144.97111936691803,15.02549818058578
1106,3, amide, linker110_CO_linker69_NH_dia_relaxed,0.853461,26070.483038627368,277.461522156007,10.49735,0.232895,111.8018,1.7417073922,25.6652773543,0.3998272236,71.6401409878,1.7417073922,16.4457467424,0.3998272236,8.86272,0.219467,11.9546,0.2193576076,2.7443039795,0.0503558426,8.7790381403,0.2193576076,2.0153204043,0.0503558426,6092.08,142.299131354, linker110_CO, linker69_NH, dia,31.5099,31.5099,26.2576,90.0,90.0,90.0, C208H192N64O48,208,0,192,64,48,0,0,1,1,3,15.8415,11.87129,15.8415,159.33645634323267,17.03732498916093
733,3, amide, linker110_CO_linker6_NH_ana_relaxed,0.870243,191757.65266906537,264.560268418665,9.84866,0.237669,736.5864,3.0046014311,24.1098982314,0.098346419,435.3744971107,3.0046014312,14.2506497784,0.098346419,8.83185,0.207315,80.1658,2.1611890801,2.6239817619,0.0707399007,56.3491287266,2.1611890801,1.8444160237,0.0707399007,5221.85,127.18764715, linker110_CO, linker6_NH, ana,57.6657,57.6657,57.6657,90.0,90.0,90.0, C1248H960N384O576,1248,0,960,384,576,0,0,1,1,25,23.17917,17.48187,23.17192,142.72052269411836,15.532875543641628
2860,3, amide, linker110_CO_linker6_NH_qtz_relaxed,0.828183,72687.42810130633,348.9699483572,11.40036,0.188396,338.2704,2.3735022562,22.1444895499,0.1553786436,229.6117011117,2.3735022562,15.0312705924,0.1553786436,9.53744,0.425892,37.6812,0.9314379421,2.4667571849,0.0609755325,29.0896121922,0.9314379421,1.904318596,0.0609755325,5019.57,153.648918071, linker110_CO, linker6_NH, qtz,41.8068,41.8068,48.0214,90.0,90.0,120.0, C624H480N192O288,624,0,480,192,288,0,0,1,1,4,13.38251,12.56999,13.3725,172.91000799597128,19.261089925060148
1407,3, amide, linker110_CO_linker70_NH_lcv_relaxed,0.905561,68920.02029332421,167.851017662642,8.00023,0.392693,208.0978,3.238779375,29.8708184403,0.4649015544,95.4449992961,3.238779375,13.7003862847,0.4649015544,8.20556,0.497808,22.437,1.1735041542,3.2206566016,0.1684473816,13.5296006022,1.1735041542,1.9420687925,0.1684473816,6226.3,100.089900432, linker110_CO, linker70_NH, lcv,40.9747,41.0499,40.975,89.8951,90.0,90.1046, C312H336N96O96,312,0,336,96,96,0,0,1,1,7,27.58041,24.76666,27.42611,112.1857068489422,12.095806416899077
1408,3, amide, linker110_CO_linker71_NH_lcv_relaxed,0.921587,69576.66948642554,156.513828941586,7.62576,0.349778,201.4392,2.4725295226,30.716847704,0.3770284671,85.7004301107,2.4725295226,13.068196557,0.3770284671,8.05887,0.647286,22.2472,0.5817152568,3.3924075068,0.0887039809,13.0957945954,0.5817152568,1.9969376772,0.0887039809,5133.88,95.6908510625, linker110_CO, linker71_NH, lcv,41.1045,41.1797,41.1048,89.8951,90.0,90.1046, C288H264N120O72,288,0,264,120,72,0,0,1,1,7,31.29299,26.11727,31.23966,107.571144277442,11.8802932149297
1107,3, amide, linker110_CO_linker72_NH_dia_relaxed,0.842961,26011.716928970083,325.055154951852,11.01667,0.153862,116.5656,1.8546359643,22.8925059161,0.364234944,76.987459332,1.8546359643,15.1196911286,0.364234944,9.38897,0.320363,13.1004,0.2687559488,2.5728086546,0.0527814136,9.9709766377,0.2687559488,1.9582161604,0.0527814136,5207.7,147.788526403, linker110_CO, linker72_NH, dia,31.4869,31.4869,26.2367,90.0,90.0,90.0, C208H160N64O96,208,0,160,64,96,0,0,1,1,3,15.46168,11.95666,15.46168,166.50099022062807,18.712463817158223
1347,3, amide, linker110_CO_linker72_NH_dia_relaxed_interp_2,0.659364,26011.716928970083,650.110309903708,17.74872,0.561204,139.8886,1.8674558522,13.7364737242,0.1833763312,108.9305827923,1.8674558522,10.6965262951,0.1833763312,15.4145,0.486009,44.1266,1.6863625233,4.3330470206,0.1655937259,41.6787653957,1.6863625233,4.0926799304,0.1655937259,3217.13,136.78536228, linker110_CO, linker72_NH, dia,31.4869,31.4869,26.2367,90.0,90.0,90.0, C416H320N128O192,416,0,320,128,192,0,0,1,1,3,8.87087,5.74966,8.80378,199.81530074524863,63.02993846515122
2850,3, amide, linker110_CO_linker72_NH_qtz_relaxed,0.830294,70194.39709920969,361.363998822866,12.15346,0.433869,357.141,2.4128446282,23.3798320585,0.1579541475,251.9416069615,2.4128446282,16.49307265,0.1579541475,10.14939,0.337094,43.7692,1.1356819273,2.8653012265,0.0743461342,35.4511377384,1.1356819273,2.3207686785,0.0743461342,5586.71,165.871930936, linker110_CO, linker72_NH, qtz,41.3096,41.3096,47.4974,90.0,90.0,120.0, C624H480N192O288,624,0,480,192,288,0,0,1,1,4,13.32901,11.86213,13.32896,189.0395603130511,23.167629376750856
1409,3, amide, linker110_CO_linker73_NH_lcv_relaxed,0.898036,69552.65103650486,172.077782848704,7.95707,0.226309,203.3532,3.1772550165,28.213796515,0.4408213223,90.6110477874,3.1772550165,12.5716323337,0.4408213223,8.26292,0.448889,23.8636,0.4617836723,3.31090317,0.0640691691,14.9491356241,0.4617836723,2.0740852397,0.0640691691,5258.7,95.8828728928, linker110_CO, linker73_NH, lcv,41.0998,41.175,41.1,89.8951,90.0,90.1045, C336H384N144O48,336,0,384,144,48,0,0,1,1,7,29.87175,22.6469,29.87175,108.63074533526223,12.747872442433062
2851,3, amide, linker110_CO_linker73_NH_qtz_relaxed,0.798255,69906.90834869334,342.411537409524,12.06964,0.665605,342.7886,0.8072834446,23.7797285906,0.056002391,242.0628222239,0.8072834446,16.7922393404,0.056002391,10.63352,0.32789,43.5652,0.9059301518,3.0221793607,0.0628456522,35.6008642117,0.9059301518,2.4696821555,0.0628456522,6026.82,159.034333837, linker110_CO, linker73_NH, qtz,41.2542,41.2542,47.43,90.0,90.0,120.0, C672H768N288O96,672,0,768,288,96,0,0,1,1,4,13.45131,12.41862,13.45129,182.1888149393726,23.154481101933847
1410,3, amide, linker110_CO_linker74_NH_lcv_relaxed,0.907499,68753.74053479635,165.943009943738,7.78394,0.346771,202.6118,0.8392343177,29.4888916197,0.122145353,89.9902831632,0.8392343177,13.097527918,0.122145353,8.09424,0.735234,21.816,0.9884169161,3.1751835756,0.1438579555,12.9110742016,0.9884169161,1.879126822,0.1438579555,5081.37,97.70289737, linker110_CO, linker74_NH, lcv,40.9419,41.0165,40.9422,89.8956,90.0,90.104, C360H336N48O96,360,0,336,48,96,0,0,1,1,7,30.79918,24.2981,30.7848,109.4923659806973,11.789468610723969
727,3, amide, linker110_CO_linker75_NH_ana_relaxed,0.846153,182005.67408208345,264.760034190392,9.84587,0.339756,706.0646,6.3508881394,24.3307832815,0.2188497808,428.0851365465,6.3508881395,14.7516908274,0.2188497808,8.63639,0.382395,74.8374,0.9364474144,2.5788753051,0.0322697089,52.8577058434,0.9364474144,1.8214613587,0.0322697089,5268.81,128.859432268, linker110_CO, linker75_NH, ana,56.6711,56.6711,56.6711,90.0,90.0,90.0, C1344H1344N384O384,1344,0,1344,384,384,0,0,1,1,25,21.89909,16.58232,21.89423,144.13682347755,15.277391209367408
1411,3, amide, linker110_CO_linker75_NH_lcv_relaxed,0.894278,69200.62050589419,174.087414753432,7.66321,0.503123,193.9852,1.7785654444,26.7386970598,0.2451554171,82.2830784095,1.7785654444,11.3418049766,0.2451554171,7.10379,0.505223,18.9684,0.6582104223,2.6145824594,0.0907269683,10.136170314,0.6582104223,1.3971580686,0.0907269683,4936.85,93.9691258131, linker110_CO, linker75_NH, lcv,41.0303,41.1054,41.0306,89.8951,90.0,90.1045, C336H336N96O96,336,0,336,96,96,0,0,1,1,7,29.97536,22.83172,29.96252,104.1535422008202,10.184416387739988
2852,3, amide, linker110_CO_linker75_NH_qtz_relaxed,0.809697,69129.03975740197,348.535352595134,11.97568,0.322012,333.159,2.7232933004,22.9611268637,0.1876878096,232.1263042867,2.7232933004,15.9980115234,0.1876878096,9.83097,0.369592,38.763,1.0428867628,2.6715236887,0.0718751565,30.7743963672,1.0428867628,2.1209537162,0.0718751565,5452.85,158.229267277, linker110_CO, linker75_NH, qtz,41.1004,41.1005,47.2538,90.0,90.0,120.0, C672H672N192O192,672,0,672,192,192,0,0,1,1,4,12.75251,11.91681,12.75247,179.06324969313755,20.833982416041327
728,3, amide, linker110_CO_linker76_NH_ana_relaxed,0.908062,184129.69444403867,199.317096497195,9.0617,0.254121,686.0102,6.4763697733,31.0392484465,0.2930301188,384.2109051239,6.4763697733,17.3840239402,0.2930301188,7.78677,0.479903,67.1948,1.4414267376,3.0402989511,0.0652188592,43.3316839423,1.4414267376,1.9605873258,0.0652188592,6116.88,124.868448919, linker110_CO, linker76_NH, ana,56.8907,56.8907,56.8907,90.0,90.0,90.0, C1056H960N384O192,1056,0,960,384,192,0,0,1,1,25,25.10632,17.01532,25.08446,138.42743670673514,13.558987787618452
751,3, amide, linker110_CO_linker76_NH_ana_relaxed_interp_2,0.789931,184129.69444403867,398.634192994382,12.42776,0.779652,914.9656,1.8357536216,20.6992874001,0.0415302956,652.4277790133,1.8357536219,14.759888356,0.0415302956,11.93282,0.801929,155.9252,1.0010357836,3.5274993155,0.0226464551,135.1664686242,1.0010357836,3.0578740675,0.0226464551,4505.07,153.163928071, linker110_CO, linker76_NH, ana,56.8907,56.8907,56.8907,90.0,90.0,90.0, C2112H1920N768O384,2112,0,1920,768,384,0,0,1,1,25,19.36317,16.17518,19.36317,184.62749195687456,31.463563885644223
